start_date,start_station_code,end_date,end_station_code,duration_sec,is_member
2019-10-01 07:06:21,6341,2019-10-01 07:08:25,7144,124,1
2019-10-01 07:06:22,6103,2019-10-01 07:11:16,6108,294,1
2019-10-01 07:06:23,7062,2019-10-01 07:17:37,6001,673,1
2019-10-01 07:06:25,6119,2019-10-01 07:19:10,6001,765,1
2019-10-01 07:06:41,7062,2019-10-01 07:21:02,6106,861,1
2019-10-01 07:06:43,6175,2019-10-01 07:13:30,6014,406,1
2019-10-01 07:06:46,6907,2019-10-01 07:34:59,6346,1692,1
2019-10-01 07:06:51,6330,2019-10-01 07:28:22,6372,1290,1
2019-10-01 07:06:53,6391,2019-10-01 07:09:56,4000,183,1
2019-10-01 07:06:58,6910,2019-10-01 07:24:41,6047,1063,1
2019-10-01 07:07:01,6112,2019-10-01 07:11:31,6114,270,1
2019-10-01 07:07:08,6136,2019-10-01 07:11:01,6235,232,1
2019-10-01 07:07:21,6196,2019-10-01 07:17:25,7021,604,1
2019-10-01 07:07:27,6137,2019-10-01 07:25:33,6043,1085,1
2019-10-01 07:07:28,6011,2019-10-01 07:17:08,6059,579,1
2019-10-01 07:07:29,6219,2019-10-01 07:12:50,6203,320,1
2019-10-01 07:07:42,6401,2019-10-01 07:12:34,6408,292,1
2019-10-01 07:07:46,6223,2019-10-01 07:09:56,6221,130,1
2019-10-01 07:07:47,6704,2019-10-01 07:18:19,6347,631,1
2019-10-01 07:07:53,6105,2019-10-01 07:17:17,6032,563,1
2019-10-01 07:07:59,6208,2019-10-01 07:19:52,7028,713,1
2019-10-01 07:08:01,6006,2019-10-01 07:14:05,6261,364,1
2019-10-01 07:08:05,7047,2019-10-01 07:17:20,6081,555,1
2019-10-01 07:08:11,7018,2019-10-01 07:13:59,6387,348,1
2019-10-01 07:08:11,6137,2019-10-01 07:17:00,6219,528,1
2019-10-01 07:08:13,6023,2019-10-01 07:14:16,6049,363,1
2019-10-01 07:08:13,6273,2019-10-01 07:37:10,6027,1737,1
2019-10-01 07:08:22,6916,2019-10-01 07:27:15,6180,1133,1
2019-10-01 07:08:28,6085,2019-10-01 07:12:26,6046,238,1
2019-10-01 07:08:33,6132,2019-10-01 07:13:49,6114,315,1
2019-10-01 07:08:37,6211,2019-10-01 07:12:09,6012,211,1
2019-10-01 07:08:41,6742,2019-10-01 07:30:48,7041,1327,1
2019-10-01 07:08:49,6065,2019-10-01 07:20:25,6025,695,1
2019-10-01 07:08:52,6158,2019-10-01 07:25:23,6122,990,1
2019-10-01 07:08:58,6189,2019-10-01 07:15:26,6253,388,1
2019-10-01 07:09:04,7081,2019-10-01 07:12:18,6020,193,1
2019-10-01 07:09:13,7019,2019-10-01 07:14:11,6908,297,1
2019-10-01 07:09:15,6237,2019-10-01 07:11:36,6750,141,1
2019-10-01 07:09:23,6029,2019-10-01 07:13:53,7082,269,1
2019-10-01 07:09:25,6701,2019-10-01 07:29:32,6080,1207,1
2019-10-01 07:09:25,7082,2019-10-01 07:19:56,7054,631,1
2019-10-01 07:09:25,7050,2019-10-01 07:15:02,6096,336,1
2019-10-01 07:09:25,6503,2019-10-01 07:35:32,6315,1567,1
2019-10-01 07:09:38,6386,2019-10-01 07:18:27,7035,529,1
2019-10-01 07:09:50,6158,2019-10-01 07:12:18,6190,147,1
2019-10-01 07:09:50,6183,2019-10-01 07:22:29,6005,758,1
2019-10-01 07:09:56,6201,2019-10-01 07:21:23,6008,686,1
2019-10-01 07:09:56,6367,2019-10-01 07:22:09,6168,732,1
2019-10-01 07:09:56,6199,2019-10-01 07:47:42,6306,2265,1
2019-10-01 07:10:01,6503,2019-10-01 07:20:41,7028,639,1
2019-10-01 07:10:12,6164,2019-10-01 07:28:33,6005,1101,1
2019-10-01 07:10:19,6929,2019-10-01 07:32:53,6048,1353,1
2019-10-01 07:10:25,6151,2019-10-01 07:20:42,6136,617,1
2019-10-01 07:10:29,6928,2019-10-01 07:23:52,7028,802,1
2019-10-01 07:10:38,7041,2019-10-01 07:38:48,6310,1689,1
2019-10-01 07:10:47,7078,2019-10-01 07:43:47,6246,1979,1
2019-10-01 07:10:49,6151,2019-10-01 07:14:43,6131,233,1
2019-10-01 07:10:55,6910,2019-10-01 07:15:37,7113,282,1
2019-10-01 07:11:07,6228,2019-10-01 07:29:40,6041,1112,1
2019-10-01 07:11:09,6189,2019-10-01 07:17:28,6253,379,1
2019-10-01 07:11:10,6329,2019-10-01 07:15:05,6324,235,1
2019-10-01 07:11:11,6434,2019-10-01 07:29:38,6046,1106,1
2019-10-01 07:11:13,6501,2019-10-01 07:16:58,7139,345,1
2019-10-01 07:11:14,6732,2019-10-01 07:25:44,7041,870,1
2019-10-01 07:11:15,6178,2019-10-01 07:21:52,7080,637,1
2019-10-01 07:11:15,6137,2019-10-01 07:22:11,6008,656,1
2019-10-01 07:11:19,6734,2019-10-01 07:26:56,6235,937,1
2019-10-01 07:11:19,6349,2019-10-01 07:28:51,6083,1051,1
2019-10-01 07:11:20,6733,2019-10-01 07:36:50,6147,1529,1
2019-10-01 07:11:23,6902,2019-10-01 07:26:30,6043,906,1
2019-10-01 07:11:41,6053,2019-10-01 07:19:39,6060,477,1
2019-10-01 07:11:44,6246,2019-10-01 07:33:31,6043,1307,1
2019-10-01 07:11:50,6327,2019-10-01 07:20:25,6162,514,0
2019-10-01 07:11:51,6088,2019-10-01 07:18:19,6042,387,1
2019-10-01 07:11:55,6328,2019-10-01 07:38:23,7046,1587,1
2019-10-01 07:11:59,6734,2019-10-01 07:39:30,6021,1651,1
2019-10-01 07:12:02,6234,2019-10-01 07:16:06,6168,243,1
2019-10-01 07:12:07,6434,2019-10-01 07:30:25,6005,1098,1
2019-10-01 07:12:08,6324,2019-10-01 07:17:29,7064,320,1
2019-10-01 07:12:17,6160,2019-10-01 07:22:06,6134,589,1
2019-10-01 07:12:19,6928,2019-10-01 07:15:50,6125,210,1
2019-10-01 07:12:22,7057,2019-10-01 07:13:58,7058,96,1
2019-10-01 07:12:23,7052,2019-10-01 07:16:16,10002,233,1
2019-10-01 07:12:33,10002,2019-10-01 07:16:22,7052,229,1
2019-10-01 07:12:34,6223,2019-10-01 07:29:12,6729,998,1
2019-10-01 07:12:36,6132,2019-10-01 07:15:23,6124,166,1
2019-10-01 07:12:39,6907,2019-10-01 07:28:03,7081,924,1
2019-10-01 07:12:44,6334,2019-10-01 07:22:17,6275,572,1
2019-10-01 07:12:53,6258,2019-10-01 07:30:52,7077,1079,0
2019-10-01 07:12:53,6233,2019-10-01 07:30:11,6035,1037,1
2019-10-01 07:13:09,6044,2019-10-01 07:21:47,6001,517,1
2019-10-01 07:13:17,6362,2019-10-01 07:38:05,6202,1488,1
2019-10-01 07:13:24,6916,2019-10-01 07:27:44,7065,860,1
2019-10-01 07:13:24,6152,2019-10-01 07:20:43,6184,438,1
2019-10-01 07:13:25,6126,2019-10-01 07:42:14,7036,1729,1
2019-10-01 07:13:32,6432,2019-10-01 07:27:29,6095,836,1
2019-10-01 07:13:37,6919,2019-10-01 07:34:10,6281,1232,1
2019-10-01 07:13:39,6136,2019-10-01 07:26:13,6073,754,1
2019-10-01 07:13:40,6905,2019-10-01 07:24:22,6925,641,1
2019-10-01 07:13:42,7140,2019-10-01 07:23:25,6738,582,1
2019-10-01 07:13:43,6044,2019-10-01 07:29:08,6083,924,1
2019-10-01 07:13:46,7036,2019-10-01 07:29:21,6064,935,1
2019-10-01 07:13:46,6711,2019-10-01 07:39:07,6048,1520,1
2019-10-01 07:13:48,6102,2019-10-01 07:22:24,7055,515,1
2019-10-01 07:13:50,6151,2019-10-01 07:18:28,6134,278,1
2019-10-01 07:13:50,6168,2019-10-01 07:31:49,6043,1079,1
2019-10-01 07:13:50,6143,2019-10-01 07:52:31,7002,2320,1
2019-10-01 07:13:52,6131,2019-10-01 07:53:18,7010,2366,1
2019-10-01 07:13:52,6720,2019-10-01 07:33:03,6901,1150,1
2019-10-01 07:13:54,6362,2019-10-01 07:22:02,6022,488,1
2019-10-01 07:13:55,6011,2019-10-01 07:20:33,7069,397,1
2019-10-01 07:13:57,6189,2019-10-01 07:32:49,6906,1131,1
2019-10-01 07:13:57,6163,2019-10-01 07:18:37,6136,279,1
2019-10-01 07:14:00,6158,2019-10-01 07:16:30,6190,149,1
2019-10-01 07:14:01,6912,2019-10-01 07:16:55,7040,174,1
2019-10-01 07:14:02,6212,2019-10-01 07:20:16,6032,373,1
2019-10-01 07:14:04,7040,2019-10-01 07:25:01,6207,657,1
2019-10-01 07:14:07,6044,2019-10-01 07:18:41,6147,273,1
2019-10-01 07:14:11,7028,2019-10-01 07:35:06,6717,1254,1
2019-10-01 07:14:12,6169,2019-10-01 07:23:15,6197,542,1
2019-10-01 07:14:13,6258,2019-10-01 07:24:33,6221,619,1
2019-10-01 07:14:17,7039,2019-10-01 07:36:06,6359,1309,1
2019-10-01 07:14:18,6178,2019-10-01 07:36:13,6727,1314,1
2019-10-01 07:14:20,6102,2019-10-01 07:18:36,6408,256,1
2019-10-01 07:14:21,6171,2019-10-01 07:21:52,6359,450,1
2019-10-01 07:14:30,6171,2019-10-01 07:19:45,6014,315,1
2019-10-01 07:14:33,6902,2019-10-01 07:29:26,6280,892,1
2019-10-01 07:14:34,6050,2019-10-01 07:28:01,6105,806,1
2019-10-01 07:14:40,6170,2019-10-01 07:29:09,6073,868,1
2019-10-01 07:14:40,6360,2019-10-01 07:23:25,6273,525,1
2019-10-01 07:14:44,7073,2019-10-01 07:21:51,6012,427,1
2019-10-01 07:14:45,6137,2019-10-01 07:31:34,6072,1008,1
2019-10-01 07:14:47,7036,2019-10-01 07:32:54,6095,1087,1
2019-10-01 07:14:47,6912,2019-10-01 07:22:22,7040,454,1
2019-10-01 07:14:57,6424,2019-10-01 07:18:36,6159,219,1
2019-10-01 07:15:01,6236,2019-10-01 07:31:34,6233,993,1
2019-10-01 07:15:01,6311,2019-10-01 07:18:26,6912,204,1
2019-10-01 07:15:03,6374,2019-10-01 07:37:32,6114,1349,1
2019-10-01 07:15:08,6229,2019-10-01 07:29:51,6122,882,1
2019-10-01 07:15:09,6383,2019-10-01 07:21:01,6006,352,1
2019-10-01 07:15:11,6156,2019-10-01 07:18:28,6169,196,1
2019-10-01 07:15:15,6064,2019-10-01 07:18:56,6057,221,1
2019-10-01 07:15:16,6734,2019-10-01 07:17:12,6334,116,1
2019-10-01 07:15:17,6368,2019-10-01 07:21:44,6385,387,1
2019-10-01 07:15:21,7047,2019-10-01 07:22:59,6027,458,1
2019-10-01 07:15:22,6260,2019-10-01 07:23:26,6273,484,1
2019-10-01 07:15:22,6416,2019-10-01 07:37:13,6092,1310,1
2019-10-01 07:15:26,6089,2019-10-01 07:42:46,6927,1640,1
2019-10-01 07:15:31,6122,2019-10-01 07:29:09,6043,818,1
2019-10-01 07:15:31,6080,2019-10-01 07:28:49,6005,798,1
2019-10-01 07:15:31,6903,2019-10-01 07:27:47,7041,735,1
2019-10-01 07:15:32,6131,2019-10-01 07:35:35,6048,1203,1
2019-10-01 07:15:34,6394,2019-10-01 07:37:40,6043,1325,1
2019-10-01 07:15:38,7044,2019-10-01 07:50:41,6145,2103,1
2019-10-01 07:15:39,6904,2019-10-01 07:21:32,6912,352,1
2019-10-01 07:15:42,6023,2019-10-01 07:20:10,6037,267,1
2019-10-01 07:15:45,7022,2019-10-01 07:49:49,6226,2043,1
2019-10-01 07:15:45,6084,2019-10-01 07:38:22,7042,1357,1
2019-10-01 07:15:46,7074,2019-10-01 07:18:40,6116,173,1
2019-10-01 07:15:53,6737,2019-10-01 07:45:17,6117,1763,1
2019-10-01 07:15:54,7065,2019-10-01 07:49:53,6053,2038,1
2019-10-01 07:15:56,7013,2019-10-01 07:27:28,6080,691,1
2019-10-01 07:15:58,6002,2019-10-01 07:32:37,6073,998,1
2019-10-01 07:16:07,6002,2019-10-01 07:23:12,6386,425,1
2019-10-01 07:16:12,6912,2019-10-01 07:22:00,6272,348,1
2019-10-01 07:16:13,6184,2019-10-01 07:23:09,6385,416,1
2019-10-01 07:16:17,6160,2019-10-01 07:18:53,6154,156,1
2019-10-01 07:16:20,6307,2019-10-01 07:47:37,6033,1877,1
2019-10-01 07:16:21,7029,2019-10-01 07:27:11,6235,649,1
2019-10-01 07:16:25,6370,2019-10-01 07:51:12,6243,2086,1
2019-10-01 07:16:26,7058,2019-10-01 07:20:58,7058,272,1
2019-10-01 07:16:32,7060,2019-10-01 07:50:50,6706,2057,1
2019-10-01 07:16:36,6403,2019-10-01 07:24:04,6057,447,1
2019-10-01 07:16:37,6141,2019-10-01 07:18:43,6151,125,1
2019-10-01 07:16:37,7045,2019-10-01 07:43:12,7138,1594,1
2019-10-01 07:16:41,6119,2019-10-01 07:20:43,6120,241,1
2019-10-01 07:16:41,6379,2019-10-01 07:38:22,6057,1300,1
2019-10-01 07:16:46,6733,2019-10-01 07:22:53,6253,366,1
2019-10-01 07:16:47,6043,2019-10-01 07:23:42,6001,415,1
2019-10-01 07:16:51,6182,2019-10-01 07:34:28,6042,1056,1
2019-10-01 07:16:55,6091,2019-10-01 07:25:24,6053,509,1
2019-10-01 07:16:57,7035,2019-10-01 07:23:51,6124,414,1
2019-10-01 07:16:59,6414,2019-10-01 07:19:26,7082,146,1
2019-10-01 07:17:03,6156,2019-10-01 07:36:44,6040,1181,1
2019-10-01 07:17:04,6196,2019-10-01 07:35:13,6423,1089,1
2019-10-01 07:17:08,6279,2019-10-01 07:18:19,6925,70,1
2019-10-01 07:17:14,6273,2019-10-01 07:26:37,6912,562,1
2019-10-01 07:17:18,6179,2019-10-01 07:22:05,6184,286,1
2019-10-01 07:17:31,6131,2019-10-01 07:41:34,6713,1443,1
2019-10-01 07:17:32,6718,2019-10-01 07:41:03,6064,1411,1
2019-10-01 07:17:55,6209,2019-10-01 07:25:11,6043,436,1
2019-10-01 07:17:58,7030,2019-10-01 07:21:25,6188,207,1
2019-10-01 07:18:01,6258,2019-10-01 07:19:38,6268,96,1
2019-10-01 07:18:01,6095,2019-10-01 07:24:26,7055,384,1
2019-10-01 07:18:03,7018,2019-10-01 07:22:09,4000,245,1
2019-10-01 07:18:04,6137,2019-10-01 07:26:40,6114,516,1
2019-10-01 07:18:13,6086,2019-10-01 07:22:13,6424,240,1
2019-10-01 07:18:20,6156,2019-10-01 07:41:29,7014,1388,1
2019-10-01 07:18:22,6156,2019-10-01 07:37:32,6393,1149,1
2019-10-01 07:18:22,6277,2019-10-01 07:33:24,6199,901,1
2019-10-01 07:18:27,7039,2019-10-01 07:23:01,6386,274,1
2019-10-01 07:18:30,6181,2019-10-01 07:25:43,6204,433,0
2019-10-01 07:18:38,7029,2019-10-01 07:32:20,6015,821,1
2019-10-01 07:18:40,6245,2019-10-01 07:32:12,6205,812,1
2019-10-01 07:18:41,6709,2019-10-01 07:21:47,6707,185,1
2019-10-01 07:18:49,6368,2019-10-01 07:43:56,6233,1506,1
2019-10-01 07:18:55,6086,2019-10-01 07:29:18,6043,622,1
2019-10-01 07:18:56,6087,2019-10-01 07:21:19,6096,143,1
2019-10-01 07:18:56,6157,2019-10-01 07:21:17,6184,140,1
2019-10-01 07:18:57,6126,2019-10-01 07:21:28,6120,151,1
2019-10-01 07:19:05,6720,2019-10-01 07:48:23,6049,1758,1
2019-10-01 07:19:10,6264,2019-10-01 07:45:31,6043,1580,1
2019-10-01 07:19:11,6432,2019-10-01 07:28:57,6433,585,1
2019-10-01 07:19:13,6166,2019-10-01 07:24:22,6136,309,1
2019-10-01 07:19:16,6190,2019-10-01 07:25:55,6385,399,1
2019-10-01 07:19:27,6191,2019-10-01 07:29:47,6323,620,1
2019-10-01 07:19:34,6332,2019-10-01 07:21:56,7064,142,1
2019-10-01 07:19:36,6918,2019-10-01 07:36:13,6241,996,1
2019-10-01 07:19:37,6230,2019-10-01 07:42:38,6125,1381,1
2019-10-01 07:19:41,6374,2019-10-01 07:24:18,6364,277,1
2019-10-01 07:19:50,6213,2019-10-01 07:35:10,6058,919,1
2019-10-01 07:19:56,6236,2019-10-01 07:43:19,6040,1403,1
2019-10-01 07:19:57,6174,2019-10-01 07:26:42,6014,404,1
2019-10-01 07:19:58,6328,2019-10-01 07:48:47,6048,1729,1
2019-10-01 07:19:59,6258,2019-10-01 07:22:59,6906,179,1
2019-10-01 07:20:01,6006,2019-10-01 07:25:36,6731,335,1
2019-10-01 07:20:02,6176,2019-10-01 07:36:15,6231,973,1
2019-10-01 07:20:03,6376,2019-10-01 07:40:01,7011,1197,1
2019-10-01 07:20:10,7061,2019-10-01 07:50:39,6043,1829,1
2019-10-01 07:20:10,6149,2019-10-01 07:26:03,6124,352,1
2019-10-01 07:20:12,6196,2019-10-01 07:29:38,6209,565,1
2019-10-01 07:20:20,6313,2019-10-01 07:37:09,7114,1009,1
2019-10-01 07:20:20,6265,2019-10-01 07:30:10,6929,589,1
2019-10-01 07:20:27,7122,2019-10-01 07:25:04,7090,276,1
2019-10-01 07:20:31,4002,2019-10-01 07:46:36,6043,1564,1
2019-10-01 07:20:31,6733,2019-10-01 07:25:23,6389,292,1
2019-10-01 07:20:32,6233,2019-10-01 07:25:10,6168,278,1
2019-10-01 07:20:39,6181,2019-10-01 07:28:42,6202,482,1
2019-10-01 07:20:41,7038,2019-10-01 07:28:53,6214,492,1
2019-10-01 07:20:43,6923,2019-10-01 07:27:23,7008,399,1
2019-10-01 07:20:45,6141,2019-10-01 07:31:18,6105,632,1
2019-10-01 07:20:46,7011,2019-10-01 07:31:24,6117,637,1
2019-10-01 07:20:49,6167,2019-10-01 07:41:32,6052,1242,1
2019-10-01 07:20:54,6164,2019-10-01 07:39:13,6005,1099,1
2019-10-01 07:20:57,6114,2019-10-01 07:32:55,6084,718,1
2019-10-01 07:20:57,7026,2019-10-01 07:39:13,6061,1095,1
2019-10-01 07:20:58,6104,2019-10-01 07:33:32,7047,753,1
2019-10-01 07:20:59,6154,2019-10-01 07:22:30,6152,90,1
2019-10-01 07:21:01,6711,2019-10-01 07:45:15,6075,1453,1
2019-10-01 07:21:03,6180,2019-10-01 07:26:48,6738,345,1
2019-10-01 07:21:06,6906,2019-10-01 07:36:12,6033,906,1
2019-10-01 07:21:07,6364,2019-10-01 07:24:04,6387,177,1
2019-10-01 07:21:11,7075,2019-10-01 07:25:26,7115,254,1
2019-10-01 07:21:12,6280,2019-10-01 07:40:43,6240,1171,1
2019-10-01 07:21:15,4002,2019-10-01 07:33:43,6418,747,1
2019-10-01 07:21:16,6165,2019-10-01 07:28:06,7026,409,1
2019-10-01 07:21:24,6734,2019-10-01 07:51:24,6902,1799,1
2019-10-01 07:21:29,6137,2019-10-01 07:41:50,7003,1220,1
2019-10-01 07:21:32,6194,2019-10-01 07:24:30,7076,178,1
2019-10-01 07:21:33,6182,2019-10-01 07:40:13,6092,1120,1
2019-10-01 07:21:34,6165,2019-10-01 07:35:25,6114,830,1
2019-10-01 07:21:35,7111,2019-10-01 07:33:24,7107,708,1
2019-10-01 07:21:48,6706,2019-10-01 07:42:55,6016,1266,1
2019-10-01 07:21:48,6278,2019-10-01 07:33:26,6022,697,1
2019-10-01 07:21:52,10002,2019-10-01 07:25:25,7052,213,1
2019-10-01 07:21:54,6303,2019-10-01 07:24:20,6246,145,1
2019-10-01 07:21:55,6094,2019-10-01 07:39:59,6108,1083,1
2019-10-01 07:21:58,6161,2019-10-01 07:33:18,6089,679,1
2019-10-01 07:22:03,6152,2019-10-01 07:26:09,6197,246,1
2019-10-01 07:22:13,6233,2019-10-01 07:27:40,6246,327,1
2019-10-01 07:22:17,6163,2019-10-01 07:26:55,6136,278,1
2019-10-01 07:22:20,6002,2019-10-01 07:41:58,6042,1177,1
2019-10-01 07:22:24,6100,2019-10-01 07:27:11,7046,286,1
2019-10-01 07:22:25,6369,2019-10-01 07:53:36,6027,1870,1
2019-10-01 07:22:29,6730,2019-10-01 07:31:47,6395,558,1
2019-10-01 07:22:29,6381,2019-10-01 07:26:42,6386,253,1
2019-10-01 07:22:40,6408,2019-10-01 07:27:52,6921,312,1
2019-10-01 07:22:43,6335,2019-10-01 07:29:13,6275,390,1
2019-10-01 07:22:45,6163,2019-10-01 07:38:21,6015,936,1
2019-10-01 07:22:45,6233,2019-10-01 07:45:28,6008,1362,1
2019-10-01 07:22:47,6301,2019-10-01 07:37:55,7084,907,1
2019-10-01 07:22:47,7045,2019-10-01 07:39:12,7046,984,1
2019-10-01 07:22:48,6335,2019-10-01 07:49:55,6104,1626,1
2019-10-01 07:22:50,6213,2019-10-01 07:27:32,6012,281,1
2019-10-01 07:22:57,6002,2019-10-01 07:37:32,6265,875,1
2019-10-01 07:23:09,6102,2019-10-01 07:30:41,6059,452,1
2019-10-01 07:23:12,6364,2019-10-01 07:27:17,6387,245,1
2019-10-01 07:23:15,6168,2019-10-01 07:30:32,6232,436,1
2019-10-01 07:23:15,6042,2019-10-01 07:28:17,6038,302,1
2019-10-01 07:23:22,6155,2019-10-01 07:50:14,6432,1612,1
2019-10-01 07:23:24,6151,2019-10-01 07:37:08,6396,823,0
2019-10-01 07:23:26,6350,2019-10-01 07:38:05,6043,878,1
2019-10-01 07:23:29,7064,2019-10-01 07:48:39,7080,1510,1
2019-10-01 07:23:30,6257,2019-10-01 07:42:30,6129,1139,1
2019-10-01 07:23:31,6107,2019-10-01 07:28:52,7084,321,1
2019-10-01 07:23:31,7043,2019-10-01 07:46:16,6173,1364,1
2019-10-01 07:23:33,6373,2019-10-01 07:51:37,6042,1684,1
2019-10-01 07:23:33,6274,2019-10-01 07:28:48,6089,314,1
2019-10-01 07:23:35,6169,2019-10-01 07:36:18,6359,763,1
2019-10-01 07:23:36,6086,2019-10-01 07:40:49,7009,1033,1
2019-10-01 07:23:37,6315,2019-10-01 07:42:22,6233,1125,1
2019-10-01 07:23:44,6041,2019-10-01 07:26:58,6048,193,1
2019-10-01 07:23:46,6164,2019-10-01 07:50:43,6065,1617,1
2019-10-01 07:23:46,6739,2019-10-01 08:03:50,6083,2403,1
2019-10-01 07:23:54,6130,2019-10-01 07:39:49,6214,954,1
2019-10-01 07:23:56,6397,2019-10-01 07:44:48,6003,1251,1
2019-10-01 07:23:57,7002,2019-10-01 07:53:33,7025,1776,1
2019-10-01 07:23:58,7057,2019-10-01 07:25:44,7058,105,1
2019-10-01 07:24:02,6079,2019-10-01 07:36:24,7062,741,1
2019-10-01 07:24:04,6147,2019-10-01 07:34:24,6265,619,1
2019-10-01 07:24:07,6410,2019-10-01 07:29:31,7095,324,1
2019-10-01 07:24:07,6175,2019-10-01 07:29:36,6014,328,1
2019-10-01 07:24:11,6182,2019-10-01 07:47:11,6310,1380,1
2019-10-01 07:24:13,6103,2019-10-01 07:36:31,6012,737,1
2019-10-01 07:24:16,6141,2019-10-01 07:32:36,6184,499,1
2019-10-01 07:24:20,6401,2019-10-01 07:29:39,6408,318,1
2019-10-01 07:24:21,6260,2019-10-01 07:34:45,6089,623,1
2019-10-01 07:24:23,6405,2019-10-01 07:46:19,6099,1315,1
2019-10-01 07:24:24,6309,2019-10-01 07:47:24,6058,1380,1
2019-10-01 07:24:27,6127,2019-10-01 07:36:15,7004,708,1
2019-10-01 07:24:27,7070,2019-10-01 07:29:18,10002,290,1
2019-10-01 07:24:28,6176,2019-10-01 07:37:19,6032,770,1
2019-10-01 07:24:30,6138,2019-10-01 07:31:02,6113,391,1
2019-10-01 07:24:32,6273,2019-10-01 07:45:49,6231,1276,1
2019-10-01 07:24:42,6112,2019-10-01 07:29:44,6014,302,1
2019-10-01 07:24:43,6410,2019-10-01 07:33:10,7096,507,1
2019-10-01 07:24:46,7077,2019-10-01 07:34:39,6118,593,1
2019-10-01 07:24:48,6334,2019-10-01 07:33:53,7008,545,1
2019-10-01 07:24:48,7062,2019-10-01 07:27:44,6039,176,1
2019-10-01 07:24:49,6364,2019-10-01 07:44:59,6001,1209,1
2019-10-01 07:24:50,6076,2019-10-01 07:39:19,7077,869,1
2019-10-01 07:24:51,7083,2019-10-01 07:28:26,6020,215,1
2019-10-01 07:24:52,6422,2019-10-01 08:06:45,7069,2513,1
2019-10-01 07:24:54,6119,2019-10-01 07:34:49,7081,594,1
2019-10-01 07:24:55,6338,2019-10-01 07:32:28,7064,453,1
2019-10-01 07:24:56,6084,2019-10-01 07:35:03,7003,607,1
2019-10-01 07:24:56,6415,2019-10-01 07:30:39,6080,342,1
2019-10-01 07:24:57,6416,2019-10-01 07:49:16,7019,1459,1
2019-10-01 07:24:57,6202,2019-10-01 07:30:49,6014,351,1
2019-10-01 07:24:58,6195,2019-10-01 07:44:30,7046,1171,1
2019-10-01 07:24:58,7050,2019-10-01 07:28:44,6096,225,1
2019-10-01 07:24:59,6199,2019-10-01 07:41:08,6043,968,1
2019-10-01 07:25:01,6124,2019-10-01 07:33:50,6729,529,1
2019-10-01 07:25:15,6116,2019-10-01 07:41:05,6073,949,1
2019-10-01 07:25:19,6114,2019-10-01 07:36:47,6026,688,1
2019-10-01 07:25:20,7136,2019-10-01 07:30:44,7130,323,1
2019-10-01 07:25:20,6160,2019-10-01 07:36:37,6104,676,1
2019-10-01 07:25:21,7026,2019-10-01 07:31:09,6179,348,1
2019-10-01 07:25:23,6188,2019-10-01 07:32:03,6129,399,1
2019-10-01 07:25:39,6127,2019-10-01 07:36:43,6168,664,1
2019-10-01 07:25:39,7004,2019-10-01 07:27:59,6410,139,1
2019-10-01 07:25:42,6746,2019-10-01 07:33:03,4002,440,1
2019-10-01 07:25:44,6043,2019-10-01 07:30:01,6084,256,1
2019-10-01 07:25:46,6110,2019-10-01 07:32:08,6105,382,1
2019-10-01 07:25:48,6383,2019-10-01 07:33:42,6396,473,1
2019-10-01 07:25:48,6044,2019-10-01 07:39:25,6046,816,1
2019-10-01 07:25:51,6383,2019-10-01 07:44:39,6099,1128,1
2019-10-01 07:25:52,6153,2019-10-01 07:40:00,6280,848,0
2019-10-01 07:25:56,7070,2019-10-01 07:32:09,10002,372,1
2019-10-01 07:25:56,6154,2019-10-01 07:27:23,6155,86,1
2019-10-01 07:26:02,7070,2019-10-01 07:32:13,10002,370,1
2019-10-01 07:26:03,6136,2019-10-01 07:31:55,6235,351,1
2019-10-01 07:26:09,4002,2019-10-01 07:56:00,6043,1791,1
2019-10-01 07:26:15,6080,2019-10-01 07:35:43,6432,567,1
2019-10-01 07:26:18,7059,2019-10-01 07:44:21,7109,1082,1
2019-10-01 07:26:20,7068,2019-10-01 07:34:18,6724,477,1
2019-10-01 07:26:23,7039,2019-10-01 07:28:32,6022,128,1
2019-10-01 07:26:24,6398,2019-10-01 07:30:08,6396,224,1
2019-10-01 07:26:28,6270,2019-10-01 07:29:45,6923,196,1
2019-10-01 07:26:33,6176,2019-10-01 08:04:18,6080,2264,1
2019-10-01 07:26:34,6220,2019-10-01 07:34:33,6147,479,1
2019-10-01 07:26:39,6076,2019-10-01 07:58:08,7080,1888,1
2019-10-01 07:26:39,6733,2019-10-01 07:32:04,6253,324,1
2019-10-01 07:26:42,6110,2019-10-01 07:34:12,6132,450,1
2019-10-01 07:26:44,6209,2019-10-01 07:30:47,6031,243,1
2019-10-01 07:26:46,7038,2019-10-01 07:33:23,6180,397,1
2019-10-01 07:26:52,6246,2019-10-01 07:40:59,6196,847,1
2019-10-01 07:26:53,6165,2019-10-01 07:34:33,6118,460,1
2019-10-01 07:26:54,6021,2019-10-01 07:40:48,6022,834,1
2019-10-01 07:26:55,6915,2019-10-01 07:46:16,6008,1161,1
2019-10-01 07:26:56,6313,2019-10-01 07:38:47,6427,711,1
2019-10-01 07:27:03,6150,2019-10-01 07:42:02,6196,899,1
2019-10-01 07:27:04,6181,2019-10-01 07:41:48,6746,884,1
2019-10-01 07:27:09,6235,2019-10-01 07:46:26,6049,1157,1
2019-10-01 07:27:11,7038,2019-10-01 07:32:19,6032,307,1
